              3D.DAT Grid Points
      X           Y        Longitude    Latitude
    (km)        (km)        (deg E)     (deg N)
     139.435     194.722      18.665      49.448
     141.444     194.689      18.692      49.448
     143.445     194.646      18.720      49.448
     145.453     194.615      18.748      49.448
     147.462     194.573      18.775      49.447
     149.463     194.543      18.803      49.447
     151.471     194.503      18.831      49.447
     153.480     194.464      18.858      49.447
     155.481     194.425      18.886      49.447
     157.490     194.398      18.914      49.447
     159.491     194.361      18.941      49.446
     161.500     194.324      18.969      49.446
     163.508     194.288      18.997      49.446
     165.510     194.242      19.024      49.446
     167.518     194.207      19.052      49.445
     169.520     194.174      19.080      49.445
     171.528     194.141      19.107      49.445
     173.537     194.097      19.135      49.445
     175.539     194.066      19.163      49.445
     177.547     194.024      19.190      49.444
     179.549     193.994      19.218      49.444
     181.558     193.954      19.246      49.444
     183.559     193.914      19.273      49.444
     185.568     193.886      19.301      49.443
     187.577     193.848      19.329      49.443
     189.578     193.810      19.356      49.443
     191.587     193.774      19.384      49.442
     193.589     193.737      19.412      49.442
     195.598     193.702      19.439      49.442
     197.599     193.668      19.467      49.442
     199.608     193.622      19.495      49.441
     201.610     193.589      19.522      49.441
     203.619     193.557      19.550      49.440
     205.628     193.514      19.578      49.440
     207.630     193.483      19.605      49.440
     209.639     193.442      19.633      49.439
     211.641     193.412      19.660      49.439
     213.650     193.372      19.688      49.439
     215.652     193.333      19.716      49.438
     217.661     193.295      19.743      49.438
     219.663     193.257      19.771      49.438
     221.673     193.220      19.799      49.437
     223.675     193.184      19.826      49.437
     225.684     193.148      19.854      49.436
     227.686     193.114      19.882      49.436
     229.696     193.080      19.909      49.436
     231.698     193.046      19.937      49.435
     233.707     193.002      19.965      49.435
     235.710     192.970      19.992      49.434
     237.712     192.928      20.020      49.434
     239.722     192.898      20.048      49.433
     241.724     192.857      20.075      49.433
     243.734     192.828      20.103      49.432
     245.736     192.789      20.131      49.432
     247.746     192.750      20.158      49.431
     249.748     192.712      20.186      49.431
     251.758     192.675      20.213      49.430
     253.761     192.639      20.241      49.430
     255.764     192.603      20.269      49.429
     257.774     192.568      20.296      49.429
     259.776     192.533      20.324      49.428
     261.786     192.500      20.352      49.428
     263.789     192.456      20.379      49.427
     265.792     192.424      20.407      49.427
     267.802     192.393      20.435      49.426
     269.805     192.351      20.462      49.426
     271.815     192.310      20.490      49.425
     273.818     192.281      20.517      49.425
     275.821     192.241      20.545      49.424
     277.832     192.203      20.573      49.423
     279.835     192.164      20.600      49.423
     281.838     192.138      20.628      49.422
     283.849     192.102      20.656      49.422
     285.852     192.066      20.683      49.421
     287.856     192.019      20.711      49.420
     289.866     191.985      20.739      49.420
     291.870     191.951      20.766      49.419
     293.873     191.918      20.794      49.419
     295.877     191.875      20.821      49.418
     297.888     191.843      20.849      49.417
     299.892     191.801      20.877      49.417
     301.895     191.771      20.904      49.416
     303.906     191.731      20.932      49.415
     305.910     191.702      20.960      49.415
     307.914     191.663      20.987      49.414
     309.918     191.625      21.015      49.413
     311.929     191.588      21.042      49.413
     313.933     191.551      21.070      49.412
     315.937     191.515      21.098      49.411
     317.942     191.479      21.125      49.410
     319.946     191.445      21.153      49.410
     321.957     191.411      21.181      49.409
     323.962     191.366      21.208      49.408
     325.966     191.334      21.236      49.408
     327.970     191.302      21.263      49.407
     329.975     191.260      21.291      49.406
     331.980     191.229      21.319      49.405
     333.992     191.189      21.346      49.405
     335.996     191.149      21.374      49.404
